,0
1781,"1000 Sutter St Yuba City, CA 95991-3504"
1782,"931 Market St Yuba City, CA 95991-4210"
1783,"343 Oak St Red Bluff, CA 96080-3304"
1784,"1425 Montgomery Rd Red Bluff, CA 96080-4605"
1785,"1400 Yuba City, CA 95991-3493"
1786,"399 Del Norte Ave Yuba City, CA 95991-4121"
1787,"1930 N Beale Rd Marysville, CA 95901-6915"
1788,"1908 N Beale Rd STE E Marysville, CA 95901-6937"
1789,"1976 N Beale Rd Marysville, CA 95901-6921"
1790,"299 E Burney, CA 96013-9500"
1791,"37571 Mountain View Rd Burney, CA 96013-4350"
1792,"1401 Gold St STE B Redding, CA 96001-1958"
1793,"1201 Industrial St Redding, CA 96002-0757"
1794,"8544 Airport Rd Redding, CA 96002-9210"
1795,"37403 Toronto Ave Burney, CA 96013-4381"
1796,"24977 Curve St Fall River Mills, CA 96028-9798"
1797,"44215 Walnut St Mcarthur, CA 96056-8555"
1798,"1401 Gold St STE A Redding, CA 96001-1958"
1799,"299 Round Mountain, CA 96084-8000"
1800,"25229 Big Bend Rd Montgomery Creek, CA 96065"
1801,"1401 Gold St STE A Redding, CA 96001-1958"
1802,"299 E Montgomery Creek, CA 96065-9637"
1803,"20375 Tamarack Ave Burney, CA 96013-4054"
1804,"27635 Oak Run To Fern Rd Oak Run, CA 96069-9592"
1805,"1600 Veterans Ln Anderson, CA 96007-4252"
1806,"44144 A St Mcarthur, CA 96056-8556"
1807,"1519 S Oregon St Yreka, CA 96097-3425"
1808,"4309 Stagecoach Rd Dunsmuir, CA 96025-1812"
1809,"116 W Minnesota Ave McCloud, CA 96057-8163"
1810,"824 Pine St Mount Shasta, CA 96067-2137"
1811,"400 Bridge St Mcarthur, CA 96056"
1812,"850 Medical Center Dr Bieber, CA 96009-8000"
1813,"20615 Commerce Way Burney, CA 96013-4380"
1814,"37491 Enterprise Dr Burney, CA 96013-4379"
1815,"9100
Fall River Valley Health Center 
43658"
1816,"299 E Fall River Mills, CA 96028-9819"
1817,"101 Old Mccloud Rd Mount Shasta, CA 96067-2796"
1818,"498 Main St Tulelake, CA 96134-9411"
1819,"850 Main St Tulelake, CA 96134-9437"
1820,"50 Alamo Ave Weed, CA 96094-2352"
1821,"1850 Spring Ridge Dr Susanville, CA 96130-6100"
1822,"209 Birch St Westwood, CA 96137"
1823,"9980 Live Oak Blvd Live Oak, CA 95953-2334"
1824,"1275 Tharp Rd Yuba City, CA 95993-2645"
1825,"30 Chico, CA 95926-2290"
1826,"477 Ainsley Ave Yuba City, CA 95991-4105"
1827,"500 Marysville, CA 95901-7119"
1828,"620 Marysville, CA 95901-7119"
1829,"220 Marysville, CA 95901-4838"
1830,"1 Marysville, CA 95901-5734"
1831,"5730 Packard Ave Marysville, CA 95901-7118"
1832,"2965 East St Anderson, CA 96007-3481"
1833,"10 Redding, CA 96001-0808"
1834,"3100 S Market St Redding, CA 96001-3532"
1835,"2250 Benton Dr Redding, CA 96003-5350"
1836,"980 Placer St Redding, CA 96001-1126"
1837,"1035 Placer St Redding, CA 96001-1170"
1838,"1035 Placer St Redding, CA 96001-1170"
1839,"8103 Redding, CA 96001-1050"
1840,"1035 Placer St Redding, CA 96001-1170"
1841,"1900 Railroad Ave Redding, CA 96001-1802"
1842,"1756 Continental St Redding, CA 96001-1240"
1843,"4215 Front St Shasta Lake, CA 96019-9430"
1844,"1871 Kenyon Dr Redding, CA 96001-4121"
1845,"31292 Alpine Meadows Rd Shingletown, CA 96088-9462"
1846,"1381 University St Healdsburg, CA 95448-3314"
1847,"320 Windsor, CA 95492-9244"
1848,"1557 Healdsburg Ave Healdsburg, CA 95448-3260"
1849,"111 Windsor, CA 95492-8057"
1850,"203 Windsor, CA 95492-8058"
1851,"13500 Airport Rd Boonville, CA 95415-9133"
1852,"6 Tarman Dr Cloverdale, CA 95425-3932"
1853,"1905 Novato Blvd Novato, CA 94947-2912"
1854,"50 Branscomb Rd Laytonville, CA 95454"
1855,"51 Branscomb Rd Laytonville, CA 95454"
1856,"630 Drake Ave Sausalito, CA 94965-1107"
1857,"630 Drake Ave Sausalito, CA 94965-1107"
1858,"2 San Rafael, CA 94903-3437"
1859,"1 San Rafael, CA 94903-3437"
1860,"3110 Kerner Blvd San Rafael, CA 94901-5411"
1861,"201 Greenbrae, CA 94904-2009"
1862,"117 Larkspur, CA 94939-1138"
1863,"6100 Redwood Blvd Novato, CA 94945-4501"
1864,"6090 Redwood Blvd Novato, CA 94945-4569"
1865,"3260 Kerner Blvd San Rafael, CA 94901-4840"
1866,"208 Dana St Fort Bragg, CA 95437-4501"
1867,"101 N Franklin St Fort Bragg, CA 95437-3602"
1868,"855 Sequoia Cir Fort Bragg, CA 95437-5466"
1869,"510 Cypress St, Ste C Fort Bragg, CA 95437-5410"
1870,"690 S Main St Fort Bragg, CA 95437-5108"
1871,"510 Cypress St STE D Fort Bragg, CA 95437-5411"
1872,"205 South St Fort Bragg, CA 95437-5540"
1873,"1 Ukiah, CA 95482-6353"
1874,"1 Ukiah, CA 95482-6353"
1875,"333 Laws Ave Ukiah, CA 95482-6540"
1876,"45 Hazel St Willits, CA 95490-4222"
1877,"959 Myrtle Ave Eureka, CA 95501-1219"
1878,"959 Myrtle Ave Eureka, CA 95501-1219"
1879,"550 E Washington Blvd Crescent City, CA 95531-8160"
1880,"550 E Washington Blvd Crescent City, CA 95531-8160"
1881,"2200 Tydd St Eureka, CA 95501-1284"
1882,"638 Main St Ferndale, CA 95536"
1883,"3750 Rohnerville Rd Fortuna, CA 95540-3118"
1884,"833 W Washington Blvd Crescent City, CA 95531-8360"
1885,"1644 Central Ave STE F McKinleyville, CA 95519-4342"
1886,"2412 Buhne St Eureka, CA 95501-3207"
1887,"622 H St Eureka, CA 95501-1026"
1888,"3770 Janes Rd Arcata, CA 95521-4744"
1889,"2515 Harrison Ave Eureka, CA 95501-3220"
1890,"3800 Janes Rd Arcata, CA 95521-4742"
1891,"2350 Buhne St Eureka, CA 95501-3238"
1892,"26 Samoa Coast Ln Samoa, CA 95564-9535"
1893,"2426 Buhne St Eureka, CA 95501-3207"
1894,"2412 Buhne St Eureka, CA 95501-3207"
1895,"299 Willow Creek, CA 95573"
1896,"88 Mesa Rd Bolinas, CA 94924-9713"
1897,"333 Casa Grande Rd Petaluma, CA 94954-5706"
1898,"65 Third St Point Reyes Station, CA 94956"
1899,"900 Hopper St Petaluma, CA 94952-3388"
1900,"1225 N Mcdowell Blvd Petaluma, CA 94954-1112"
1901,"1179 N Mcdowell Blvd Petaluma, CA 94954-6559"
1902,"3 Sixth St Point Reyes Station, CA 94956"
1903,"500 Vallejo St Petaluma, CA 94952-3364"
1904,"680 Sonoma Mountain Pkwy Petaluma, CA 94954-8553"
1905,"1 Gualala, CA 95445"
1906,"175 Main St Point Arena, CA 95468"
1907,"30 Mill St Point Arena, CA 95468"
1908,"344 Humboldt Ave Redway, CA 95560"
1909,"101 W Coast Rd Redway, CA 95560"
1910,"930 S Fortuna Blvd Fortuna, CA 95540-3009"
1911,"95 Center St Rio Dell, CA 95562-1323"
1912,"101 W Coast Rd Redway, CA 95560"
1913,"101 W Coast Rd Redway, CA 95560"
1914,"217 Briceland Thorne Rd Redway, CA 95560"
1915,"6831 Avenue of the Giants Miranda, CA 95553"
1916,"16 Ritter St San Rafael, CA 94901-3323"
1917,"16 Ritter St San Rafael, CA 94901-3323"
1918,"321 Van Duzen Rd Mad River, CA 95526-9508"
1919,"6550 Front St Forestville, CA 95436-9116"
1920,"652 Petaluma Ave STE H Sebastopol, CA 95472-4266"
1921,"652 Petaluma Ave STE C-F Sebastopol, CA 95472-4256"
1922,"14630 Armstrong Woods Rd Guerneville, CA 95446-9576"
1923,"3802 Main St Occidental, CA 95465"
1924,"16387 First St Guerneville, CA 95446"
1925,"95446
Russian River Resiliency Center. 
16385"
1926,"7050 Covey Rd Forestville, CA 95436-9642"
1927,"445 Taft St Sebastopol, CA 95472-3443"
1928,"6800 Palm Ave STE C Sebastopol, CA 95472-4269"
1929,"101 Nevada City, CA 95959-2949"
1930,"590 Searls Ave Nevada City, CA 95959-3043"
1931,"15301 Tyler Foote Rd Nevada City, CA 95959-9318"
1932,"8676 Marysville Rd Oregon House, CA 95962-9718"
1933,"459 W Line St STE B Bishop, CA 93514-3333"
1934,"459 W Line St STE C Bishop, CA 93514-3333"
1935,"459 W Line St Bishop, CA 93514-3333"
1936,"125 Folsom, CA 95630-4042"
1937,"170 Roseville, CA 95661-2867"
1938,"1309 Roseville, CA 95661-2933"
1939,"1262 Sutton Way Grass Valley, CA 95945-5175"
1940,"150 Glasson Way Grass Valley, CA 95945-5706"
1941,"286 Downieville, CA 95936-0286"
1942,"844 Old Tunnel Rd Grass Valley, CA 95945-8524"
1943,"10544 Spenceville Rd Penn Valley, CA 95946-9623"
1944,"3111 Professional Dr Auburn, CA 95603-2456"
1945,"100 Roseville, CA 95678-4360"
1946,"8665 Salmon Ave Kings Beach, CA 96143"
1947,"1 Grass Valley, CA 95945-5093"
1948,"2051 John Jones Rd Davis, CA 95616-9701"
1949,"600 A St BLDG Davis, CA 95616-3649"
1950,"17120 Omega St Esparto, CA 95627-2235"
1951,"215 W Beamer St Woodland, CA 95695-2510"
1952,"635 B St Davis, CA 95616-3853"
1953,"111 Main St STE B Winters, CA 95694-1930"
1954,"125 N Lincoln St STE G Dixon, CA 95620-3260"
1955,"2300 E Gibson Rd Woodland, CA 95776-5156"
1956,"131 W A St Dixon, CA 95620-3437"
1957,"17050 S Grafton St Esparto, CA 95627"
1958,"310 Vacaville, CA 95687-4686"
1959,"5335 Lakeshore Blvd Lakeport, CA 95453-6123"
1960,"911 Washington St Calistoga, CA 94515-1433"
1961,"100 Napa, CA 94558-6485"
1962,"300 Hartle Ct Napa, CA 94559-4078"
1963,"1222 Pine St STE A Saint Helena, CA 94574-1830"
1964,"2650 Napa Valley Corporate Dr Napa, CA 94558-6284"
1965,"100 Hartle Ct Napa, CA 94559-4020"
1966,"5900 State Farm Dr Rohnert Park, CA 94928-2149"
1967,"108 Rohnert Park, CA 94928-2181"
1968,"200 Rohnert Park, CA 94928-2149"
1969,"109 Santa Rosa, CA 95407-5421"
1970,"983 Sonoma Ave Santa Rosa, CA 95404-4818"
1971,"214 Santa Rosa, CA 95401-7632"
1972,"1110 N Dutton Ave Santa Rosa, CA 95401-4606"
1973,"1300 N Dutton Ave Santa Rosa, CA 95401-7112"
1974,"599 Bellevue Ave Santa Rosa, CA 95407-7713"
1975,"751 Lombardi Ct STE B Santa Rosa, CA 95407-5454"
1976,"17 Santa Rosa, CA 95407-6848"
1977,"751 Lombardi Ct Santa Rosa, CA 95407-6798"
1978,"1300 N Dutton Ave Santa Rosa, CA 95401-7112"
1979,"3569 Round Barn Cir Santa Rosa, CA 95403-5781"
1980,"1119 E Monte Vista Ave Vacaville, CA 95688-3009"
1981,"19270 Sonoma Hwy Sonoma, CA 95476-5414"
1982,"17000 Arnold Dr Sonoma, CA 95476-3242"
1983,"19312 Sonoma Hwy Sonoma, CA 95476-5416"
1984,"172 E Grant Ave Winters, CA 95694-1780"
1985,"426 Oakhurst, CA 93644-8702"
1986,"41 STE A Coarsegold, CA 93614-8302"
1987,"202 Fresno, CA 93720-3341"
1988,"5082 Old Hwy N Mariposa, CA 95338-2430"
1989,"426 Oakhurst, CA 93644-8621"
1990,"426 Oakhurst, CA 93644-8400"
1991,"4212 Missouri Flat Rd Bldg Placerville, CA 95667-6269"
1992,"110 Cameron Park, CA 95682-8282"
1993,"120 Cameron Park, CA 95682"
1994,"4327 Golden Center Dr Placerville, CA 95667-6287"
1995,"4641 Missouri Flat Rd Placerville, CA 95667-6816"
1996,"101 Fresno, CA 93720-8022"
1997,"330 Modesto, CA 95355-3396"
1998,"1510 Florida Ave Modesto, CA 95350-4437"
1999,"1540 Florida Ave Modesto, CA 95350-4430"
2000,"535 Modesto, CA 95350-4572"
2001,"550 Modesto, CA 95350-4573"
2002,"560 Modesto, CA 95350-4573"
2003,"565 Modesto, CA 95350-4500"
2004,"570 Modesto, CA 95350-4574"
2005,"208 W Coolidge Ave Modesto, CA 95350-4447"
2006,"1801 Tully Rd STE F Modesto, CA 95350-2931"
2007,"1500 Florida Ave Modesto, CA 95350-4408"
2008,"4150 Patterson Rd Riverbank, CA 95367-3126"
2009,"2240 W Monte Vista Ave Turlock, CA 95382-9667"
2010,"1100 Delbon Ave Turlock, CA 95382-2021"
2011,"1120 Delbon Ave Turlock, CA 95382-2021"
2012,"2 Turlock, CA 95382-2006"
2013,"3 Turlock, CA 95382-2006"
2014,"5 Turlock, CA 95382-2006"
2015,"12633 Bentley St Waterford, CA 95386-9011"
2016,"12619 Bentley St Waterford, CA 95386-9011"
2017,"2116 E Orangeburg Ave Modesto, CA 95355-3370"
2018,"800 Delbon Ave Turlock, CA 95382-2022"
2019,"11333 Prospect Dr Jackson, CA 95642-9311"
2020,"1 Mariposa, CA 95338-9588"
2021,"830 Scenic Dr Modesto, CA 95350-6131"
2022,"10 Modesto, CA 95350-1273"
2023,"100 Sacramento, CA 95825-2232"
2024,"1 Sacramento, CA 95825-4041"
2025,"3234 Marysville Blvd Sacramento, CA 95815-1411"
2026,"4815 Watt Ave North Highlands, CA 95660-5108"
2027,"100 Sacramento, CA 95834-1657"
2028,"2239 Chase Dr Rancho Cordova, CA 95670-2078"
2029,"6050 Watt Ave North Highlands, CA 95660-4212"
2030,"2404 Howe Ave Sacramento, CA 95825-0132"
2031,"2500 New Market Dr Sacramento, CA 95835-2238"
2032,"1400 Bell St Sacramento, CA 95825-2303"
2033,"477 Las Palmas Ave Sacramento, CA 95815-1605"
2034,"5241 Harrison St North Highlands, CA 95660-5444"
2035,"10439 Coloma Rd Rancho Cordova, CA 95670-2107"
2036,"4350 Taylor St Sacramento, CA 95838-2622"
2037,"5761 Brett Dr Sacramento, CA 95842-3161"
2038,"6015 Watt Ave North Highlands, CA 95660-4294"
2039,"2433 Marconi Ave Sacramento, CA 95821-4807"
2040,"3441 Marysville Blvd Sacramento, CA 95838-4512"
2041,"3946 Norwood Ave Sacramento, CA 95838-3300"
2042,"4150 Truxel Rd Ste C Sacramento, CA 95834-3761"
2043,"10423 Old Placerville Rd STE A Sacramento, CA 95827-2540"
2044,"500 Citrus Heights, CA 95621-4700"
2045,"2500 Citrus Heights, CA 95610-2372"
2046,"5723 Marconi Ave Carmichael, CA 95608-4475"
2047,"965 El Camino Ave Sacramento, CA 95815-2530"
2048,"2200 Del Paso Blvd Sacramento, CA 95815-3102"
2049,"2138 Del Paso Blvd Sacramento, CA 95815-3002"
2050,"3030 Explorer Dr Sacramento, CA 95827-2728"
2051,"1 Sacramento, CA 95811-7065"
2052,"180 West Sacramento, CA 95605-2394"
2053,"954 Sacramento Ave West Sacramento, CA 95605-1904"
2054,"200 Sacramento, CA 95825-8337"
2055,"5385 Franklin Blvd STE K Sacramento, CA 95820-4717"
2056,"1276 Halyard Dr West Sacramento, CA 95691-3412"
2057,"6339 Mack Rd Sacramento, CA 95823-4655"
2058,"201 Sacramento, CA 95816-5542"
2059,"100 Sacramento, CA 95816-5542"
2060,"103 Sacramento, CA 95816-5542"
2061,"104 Sacramento, CA 95816-5542"
2062,"923 V St Sacramento, CA 95818-1331"
2063,"1276 Halyard Dr West Sacramento, CA 95691-3412"
2064,"3701 J St Sacramento, CA 95816-5562"
2065,"1276 Halyard Dr West Sacramento, CA 95691-3412"
2066,"1276 Halyard Dr West Sacramento, CA 95691-3412"
2067,"11755 Ivie Rd Herald, CA 95638-8317"
2068,"5717 Laurine Way Sacramento, CA 95824-1413"
2069,"8401 Gerber Rd Ste A Sacramento, CA 95828-3711"
2070,"412 Union St Isleton, CA 95641"
2071,"3500 Florin Rd Sacramento, CA 95823-1767"
2072,"1321 N C St Sacramento, CA 95811-0607"
2073,"4600 Broadway Sacramento, CA 95820-1527"
2074,"248 W A St Galt, CA 95632-2449"
2075,"2425 Alhambra Blvd Sacramento, CA 95817-1110"
2076,"30 Sacramento, CA 95823-2535"
2077,"10 Galt, CA 95632-1715"
2078,"4990 Stockton Blvd Sacramento, CA 95820-5406"
2079,"220 Sacramento, CA 95823"
2080,"1820 J St Sacramento, CA 95811-3010"
2081,"3415 Martin Luther King Jr Blvd Sacramento, CA 95817-3648"
2082,"7501 Hospital Dr Sacramento, CA 95823-5405"
2083,"8231 E Stockton Blvd STE C Sacramento, CA 95828-8202"
2084,"8233 E Stockton Blvd STE D Sacramento, CA 95828-8203"
2085,"5321 Stockton Blvd Sacramento, CA 95820-5428"
2086,"1200 N B St Sacramento, CA 95811-0603"
2087,"631 H St Sacramento, CA 95814-2302"
2088,"5524 Assembly Ct Sacramento, CA 95823-2625"
2089,"204 Sacramento, CA 95823-2629"
2090,"215 Pacifica Ave Bay Point, CA 94565-2904"
2091,"10 Antioch, CA 94509-4226"
2092,"307 San Pablo, CA 94806-5204"
2093,"540 Ashbury Ave El Cerrito, CA 94530-3221"
2094,"25 Allen St Martinez, CA 94553"
2095,"4300 Cutting Blvd Richmond, CA 94804-3343"
2096,"2500 Alhambra Ave Martinez, CA 94553-3156"
2097,"2500 Alhambra Ave Martinez, CA 94553-3156"
2098,"2500 Alhambra Ave Martinez, CA 94553-3156"
2099,"2500 Alhambra Ave Martinez, CA 94553-3156"
2100,"2500 Alhambra Ave Martinez, CA 94553-3156"
2101,"2500 Alhambra Ave Martinez, CA 94553-3156"
2102,"2500 Alhambra Ave Martinez, CA 94553-3156"
2103,"2500 Alhambra Ave Martinez, CA 94553-3156"
2104,"2500 Alhambra Ave Martinez, CA 94553-3156"
2105,"2500 Alhambra Ave Martinez, CA 94553-3156"
2106,"2500 Alhambra Ave Martinez, CA 94553-3156"
2107,"2500 Alhambra Ave Martinez, CA 94553-3156"
2108,"6878 
Mobile UnitContra Costa County Martinez, CA 94553"
2109,"6879 
Mobile Unit Contra Costa County Martinez, CA 94553"
2110,"1501 Fred Jackson Way Richmond, CA 94801-1516"
2111,"2311 Loveridge Rd Pittsburg, CA 94565-5117"
2112,"13601 San Pablo Ave San Pablo, CA 94806-3818"
2113,"339 E Leland Rd Pittsburg, CA 94565-4911"
2114,"100 Whitney Ave Vallejo, CA 94589-2194"
2115,"220 Hospital Dr Vallejo, CA 94589-2517"
2116,"200 Hospital Dr Vallejo, CA 94589-2517"
2117,"4 Pittsburg, CA 94565-5126"
2118,"339 E Leland Rd Pittsburg, CA 94565-4911"
2119,"415 Georgia St Vallejo, CA 94590-6004"
2120,"210 Hospital Dr Vallejo, CA 94589-2517"
2121,"170 Hospital Dr Vallejo, CA 94589-2517"
2122,"190 Hospital Dr Vallejo, CA 94589-2517"
2123,"245 Georgia St Vallejo, CA 94590-5905"
2124,"2023 Vale Rd San Pablo, CA 94806-3834"
2125,"107 San Pablo, CA 94806-3891"
2126,"10203 San Pablo Ave El Cerrito, CA 94530-3111"
2127,"2600 Macdonald Ave STE B Richmond, CA 94804-1826"
2128,"25 California St Rodeo, CA 94572-1310"
2129,"1 Pinole, CA 94564-2479"
2130,"150 Harbour Way Richmond, CA 94801-3554"
2131,"470 Chadbourne Rd STE A Fairfield, CA 94534-9620"
2132,"2201 Courage Dr Fairfield, CA 94533-6733"
2133,"2101 Courage Dr Fairfield, CA 94533-6717"
2134,"2101 Courage Dr Fairfield, CA 94533-6717"
2135,"365 Tuolumne St Vallejo, CA 94590-5700"
2136,"355 Tuolumne St Vallejo, CA 94590-5700"
2137,"1055 Azuar Ave Vallejo, CA 94592-1041"
2138,"3255 N Texas St Fairfield, CA 94533-9714"
2139,"3255 N Texas St Fairfield, CA 94533-9714"
2140,"1 Antioch, CA 94509-6067"
2141,"2727 Macdonald Ave Richmond, CA 94804-3006"
2142,"2650 Wigwam Dr Stockton, CA 95205-2872"
2143,"747 E Channel St Stockton, CA 95202-2628"
2144,"2349 N California St Stockton, CA 95204-5505"
2145,"701 E Channel St Stockton, CA 95202-2628"
2146,"5151 Pacific Ave Stockton, CA 95207"
2147,"2044 Fair St Stockton, CA 95206-2313"
2148,"470 Stockton, CA 95210-6677"
2149,"2524 E Main St Stockton, CA 95205-6523"
2150,"423 S San Joaquin St Stockton, CA 95203-3537"
2151,"2640 E Lafayette St Stockton, CA 95205-5713"
2152,"721 Calaveras St Lodi, CA 95240-0628"
2153,"450 Lodi, CA 95242-2191"
2154,"105 Lodi, CA 95242-3731"
2155,"100 Lodi, CA 95242-3731"
2156,"200 Cottage Ave Manteca, CA 95336-4935"
2157,"2015 S Mariposa Rd Stockton, CA 95205-7735"
2158,"2650 Wigwam Dr Stockton, CA 95205-2872"
2159,"221 Stockton, CA 95210-3159"
2160,"2650 Wigwam Dr Stockton, CA 95205-2460"
2161,"2650 Wigwam Dr Stockton, CA 95205-2460"
2162,"101 Stockton, CA 95202-2663"
2163,"1 Stockton, CA 95203-3329"
2164,"730 N Central Ave Tracy, CA 95376-4104"
2165,"2135 N Tracy Blvd Tracy, CA 95376-2424"
2166,"2151 W Grant Line Rd Tracy, CA 95377-7309"
2167,"1031 Waterloo Rd Stockton, CA 95205-4256"
2168,"83 W March Ln Stockton, CA 95207-5730"
2169,"221 Stockton, CA 95210-3159"
2170,"817 Navy Dr Stockton, CA 95206-1122"
2171,"250 Northgate Dr Manteca, CA 95336-3161"
2172,"302 Northgate Dr Manteca, CA 95336-3139"
2173,"1414 N California St STE A Stockton, CA 95202-1515"
2174,"500 W Hospital Rd STE B French Camp, CA 95231-9693"
2175,"1414 N California St STE C Stockton, CA 95202-1515"
2176,"1414 N California St STE B Stockton, CA 95202-1515"
2177,"500 W Hospital Rd STE A French Camp, CA 95231-9693"
2178,"500 W Hospital Rd French Camp, CA 95231-9693"
2179,"500 W Hospital Rd STE C French Camp, CA 95231-9693"
2180,"2335 Country Hills Dr Antioch, CA 94509-7319"
2181,"171 Sand Creek Rd STE A Brentwood, CA 94513-7345"
2182,"2185 Pacheco St Concord, CA 94520-2309"
2183,"3052 Willow Pass Rd Concord, CA 94519-2552"
2184,"3024 Willow Pass Rd Concord, CA 94519-2588"
2185,"2047 Arnold Industrial Way Concord, CA 94520-5342"
2186,"1420 Willow Pass Rd Concord, CA 94520-5823"
2187,"2000 Sierra Rd Concord, CA 94518-2905"
2188,"2021 Main St Oakley, CA 94561-3302"
2189,"2005 Main St STE C Oakley, CA 94561-3301"
2190,"401 San Francisco, CA 94102-6227"
2191,"4 San Francisco, CA 94109-7812"
2192,"506 San Francisco, CA 94110-4418"
2193,"702 San Francisco, CA 94110-4415"
2194,"701 San Francisco, CA 94110-4421"
2195,"240 Shotwell St San Francisco, CA 94110-1323"
2196,"165 Capp St San Francisco, CA 94110-1209"
2197,"1422 Noriega St San Francisco, CA 94122-4432"
2198,"403 San Francisco, CA 94133-4449"
2199,"503 San Francisco, CA 94133-4449"
2200,"1520 Stockton St San Francisco, CA 94133-3354"
2201,"1400 Noriega St San Francisco, CA 94122-4432"
2202,"2308 Taraval St San Francisco, CA 94116-2252"
2203,"1019 Clement St San Francisco, CA 94118-2112"
2204,"1450 Noriega St San Francisco, CA 94122-4432"
2205,"1443 Ocean Ave San Francisco, CA 94112-1731"
2206,"201 San Francisco, CA 94133-4449"
2207,"115 San Francisco, CA 94133-4457"
2208,"604 San Francisco, CA 94133-4449"
2209,"650 Polk St San Francisco, CA 94102-3328"
2210,"3431 Taraval St San Francisco, CA 94116-2050"
2211,"1049 Howard St San Francisco, CA 94103-2822"
2212,"6 San Francisco, CA 94110-2859"
2213,"730 Polk St San Francisco, CA 94109-7813"
2214,"81 San Francisco, CA 94110-2859"
2215,"1490 Mason St San Francisco, CA 94133-4222"
2216,"555 Cole St San Francisco, CA 94117-2800"
2217,"134 Golden Gate Ave San Francisco, CA 94102-3810"
2218,"995 Market St San Francisco, CA 94103-1702"
2219,"333 Turk St San Francisco, CA 94102-3703"
2220,"3358 Cesar Chavez San Francisco, CA 94110-4607"
2221,"80 San Francisco, CA 94110-2859"
2222,"260 Golden Gate Ave San Francisco, CA 94102-3706"
2223,"558 Clayton St San Francisco, CA 94117-2907"
2224,"1563 Mission St San Francisco, CA 94103-2543"
2225,"225 Potrero Ave San Francisco, CA 94103-4814"
2226,"1301 Pierce St San Francisco, CA 94115-4005"
2227,"1181 Golden Gate Ave San Francisco, CA 94115-4812"
2228,"1171 Mission St San Francisco, CA 94103-1519"
2229,"165 Capp St San Francisco, CA 94110-1209"
2230,"240 Shotwell St San Francisco, CA 94110-1323"
2231,"1001 Polk St San Francisco, CA 94109-6915"
2232,"1520 Stockton St San Francisco, CA 94133-3354"
2233,"1050 Wisconsin St San Francisco, CA 94107-3328"
2234,"2 San Francisco, CA 94102-3810"
2235,"1050 S Van Ness Ave San Francisco, CA 94110-2616"
2236,"1275 Harrison St San Francisco, CA 94103-4405"
2237,"170 Capp St San Francisco, CA 94110-1210"
2238,"1001 Potrero Ave San Francisco, CA 94110-3594"
2239,"551 Minna St San Francisco, CA 94103-2831"
2240,"2401 Keith St San Francisco, CA 94124-3231"
2241,"50 Dr Tom Waddell Pl San Francisco, CA 94102-4506"
2242,"220 Golden Gate Ave San Francisco, CA 94102-3795"
2243,"238 Eddy St San Francisco, CA 94102-2756"
2244,"1001 Potrero Ave San Francisco, CA 94110-3518"
2245,"551 Minna St San Francisco, CA 94103-2831"
2246,"555 Minna St San Francisco, CA 94103-2831"
2247,"317 Clementina St San Francisco, CA 94103-4104"
2248,"1563 Mission St San Francisco, CA 94103-2543"
2249,"558 Clayton St San Francisco, CA 94117-2907"
2250,"280 
   Berkeley, CA 94703-2580"
2251,"280 
   Berkeley, CA 94703-2580"
2252,"280 
   Berkeley, CA 94703-2580"
2253,"10 Mobile Health Unit 
10700"
2254,"6955 Foothill Blvd Oakland, CA 94605-2455"
2255,"6955 Foothill Blvd Oakland, CA 94605-2455"
2256,"2272 San Pablo Ave Oakland, CA 94612-1321"
2257,"8452 Edes Ave Oakland, CA 94621-1306"
2258,"8471 Enterprise Way Oakland, CA 94621-1317"
2259,"1151 Pacific Marina Alameda, CA 94501-1146"
2260,"8350 Edes Ave Oakland, CA 94621-1307"
2261,"8400 Edes Ave Oakland, CA 94621-1306"
2262,"218 Alameda, CA 94501-2109"
2263,"2000 Doolittle Dr San Leandro, CA 94577-3237"
2264,"210 Oakland, CA 94607-6527"
2265,"302 Oakland, CA 94607-6523"
2266,"105 San Leandro, CA 94577-4584"
2267,"817 Harrison St Oakland, CA 94607-4422"
2268,"818 Webster St Oakland, CA 94607-4220"
2269,"2 Oakland, CA 94606-1716"
2270,"915 Foothill Blvd Oakland, CA 94606-3013"
2271,"835 Webster St Oakland, CA 94607-4219"
2272,"1023 Macarthur Blvd Oakland, CA 94610-3930"
2273,"5275 Claremont Ave Oakland, CA 94618-1032"
2274,"100 Oakland, CA 94609-1814"
2275,"5220 Claremont Ave Oakland, CA 94618-1033"
2276,"5400 Telegraph Ave Oakland, CA 94609-1965"
2277,"2607 Myrtle St Oakland, CA 94607-3415"
2278,"3081 Teagarden St San Leandro, CA 94577-5720"
2279,"1501 Fruitvale Ave Oakland, CA 94601-2322"
2280,"1450 Fruitvale Ave STE E Oakland, CA 94601-2315"
2281,"1415 Fruitvale Ave Oakland, CA 94601-2320"
2282,"1515 Fruitvale Ave Oakland, CA 94601-2322"
2283,"1537 Fruitvale Ave Oakland, CA 94601-2322"
2284,"1531 Fruitvale Ave Oakland, CA 94601-2322"
2285,"4881 Telegraph Ave Oakland, CA 94609-2009"
2286,"5461 Foothill Blvd Oakland, CA 94601-5515"
2287,"1030 International Blvd Oakland, CA 94606-3730"
2288,"4351 Broadway Oakland, CA 94611-4612"
2289,"1102 Derby Ave Oakland, CA 94601"
2290,"4610 Foothill Blvd Oakland, CA 94601-4618"
2291,"2001 Dwight Way Berkeley, CA 94704-2608"
