,0
1686,"805 Canal St Manchester, NH 03101-1226"
1687,"177 Lake Ave Manchester, NH 03103-5321"
1688,"199 Manchester St Manchester, NH 03103-5232"
1689,"102 Manchester, NH 03103-5012"
1690,"25 Old Dover Rd Rochester, NH 03867-3464"
1691,"120 Portsmouth, NH 03801-5435"
1692,"8 Greenleaf Woods Dr Portsmouth, NH 03801-5436"
1693,"108 Somersworth, NH 03878-1522"
1694,"575 Portsmouth Ave Greenland, NH 03840-2251"
1695,"575 Portsmouth Ave Greenland, NH 03840-2251"
1696,"53 Lincoln St Exeter, NH 03833-3212"
1697,"22 Strafford St Laconia, NH 03246-4701"
1698,"1 Derry, NH 03038-1505"
1699,"207 S Main St Newmarket, NH 03857-1843"
1700,"27 Raymond, NH 03077-1220"
1701,"27 Raymond, NH 03077-1220"
1702,"117 North Rd Brentwood, NH 03833-6624"
1703,"298 White Mountain Hwy Conway, NH 03818-4204"
1704,"1095 Profile Rd Franconia, NH 03580-4938"
1705,"25 Mount Eustis Rd Littleton, NH 03561-3712"
1706,"202 Cottage St Littleton, NH 03561-4101"
1707,"25 Warren, NH 03279-4431"
1708,"14 King Sq Whitefield, NH 03598-3346"
1709,"79 Swiftwater Rd Woodsville, NH 03785-1447"
1710,"73 Main St Berlin, NH 03570-2416"
1711,"59 Page Hill Rd Berlin, NH 03570-3531"
1712,"2 Broadway Ave Gorham, NH 03581-1502"
1713,"133 Pleasant St Berlin, NH 03570-2006"
1714,"71 Amherst St Nashua, NH 03064-2530"
1715,"296 E Dunstable Rd Nashua, NH 03062-2350"
1716,"17 Birch Hill Dr Nashua, NH 03063-2541"
1717,"46 Spring St Nashua, NH 03060-8408"
1718,"59 Factory St Nashua, NH 03060-3598"
1719,"615 Amherst St Nashua, NH 03063-1052"
1720,"12 Amherst St Nashua, NH 03064-2663"
1721,"45 High St Nashua, NH 03060-3312"
1722,"45 High St Nashua, NH 03060-3312"
1723,"80 Heron Pond Rd Milford, NH 03055-3245"
1724,"9 Elm St Milford, NH 03055-4810"
1725,"139 Ledge St Nashua, NH 03060-3073"
1726,"100 West St Milford, NH 03055-4888"
1727,"33 Osgood Rd Milford, NH 03055-4879"
1728,"5 Elm St Milford, NH 03055-4810"
1729,"175 Central St Franklin, NH 03235-1778"
1730,"15 Aiken Ave Franklin, NH 03235-1259"
1731,"841 Central St Franklin, NH 03235-2026"
1732,"1 Nashua, NH 03060-3921"
1733,"22 Prospect St Nashua, NH 03060-3924"
1734,"2 Quincy St Nashua, NH 03060-3417"
1735,"100 Robie Rd Bristol, NH 03222-6063"
1736,"258 Highland St Plymouth, NH 03264-3612"
1737,"1 Plymouth, NH 03264-3170"
1738,"250 Ceda Rd Charlestown, NH 03603-4511"
1739,"643 W Service Dr Coldwater, MS 38618-3822"
1740,"60024 Olive St Smithville, MS 38870-9719"
1741,"106 Walker St Houlka, MS 38850-9453"
1742,"182 W Main St Nettleton, MS 38858-6075"
1743,"60021 Monroe St Smithville, MS 38870-7779"
1744,"23 N Tremont, MS 38876-8735"
1745,"499 Gloster Creek Vlg Tupelo, MS 38801-4600"
1746,"40201 Hamilton Rd Hamilton, MS 39746-8648"
1747,"60286 Hatley Rd Amory, MS 38821-7215"
1748,"15 N Ecru, MS 38841-9749"
1749,"411 W Main St Okolona, MS 38860-1307"
1750,"404 Dr Howard Gunn St Okolona, MS 38860-1015"
1751,"1523 S Pontotoc Rd Pontotoc, MS 38863-9382"
1752,"179 Mullen Ave Nettleton, MS 38858-6033"
1753,"135 E Oxford St Pontotoc, MS 38863-2111"
1754,"23 Smithville, MS 38870-9442"
1755,"320 School Loop Dr Tremont, MS 38876-8575"
1756,"2173 S Lamar Blvd Oxford, MS 38655-5223"
1757,"15 N Pontotoc, MS 38863-1103"
1758,"125 Carter Dr Calhoun City, MS 38916-7028"
1759,"105 Legion Ave Calhoun City, MS 38916-6601"
1760,"15 S STE D Louisville, MS 39339-6452"
1761,"363 Mantachie, MS 38855-7197"
1762,"363 Mantachie, MS 38855-7632"
1763,"363 Mantachie, MS 38855-7197"
1764,"311 Mustang Dr Mantachie, MS 38855"
1765,"15921 Boundary Dr Ashland, MS 38603-7740"
1766,"1415 S Harper Rd Corinth, MS 38834-6613"
1767,"15921 Boundary Dr Ashland, MS 38603-7740"
1768,"488 W Bankhead St New Albany, MS 38652-3319"
1769,"80 Church Ave Ashland, MS 38603-7208"
1770,"16025 Boundary Dr Ashland, MS 38603-7738"
1771,"171 Oxford, MS 38655-5722"
1772,"749 S Line St Ripley, MS 38663-2811"
1773,"1310 Main St Tishomingo, MS 38873-8410"
1774,"531 Main St Walnut, MS 38683-9349"
1775,"34 Brunswick St Byhalia, MS 38611-7000"
1776,"12 Brunswick St Byhalia, MS 38611-7000"
1777,"7535 Airways Blvd Southaven, MS 38671-5834"
1778,"154 Mt Pleasant Rd Holly Springs, MS 38635"
1779,"1555 Lee Dr Clarksdale, MS 38614-2914"
1780,"1362 Martin Luther King Dr Marks, MS 38646-1833"
1781,"1100 Rosa Fort St Tunica, MS 38676-9295"
1782,"51 N Batesville, MS 38606-2311"
1783,"800 Ohio Ave Clarksdale, MS 38614-7200"
1784,"322 Clarksdale, MS 38614-4717"
1785,"1820 Peabody St Tunica, MS 38676-9441"
1786,"600 Ohio Ave Clarksdale, MS 38614-6020"
1787,"2245 N State St Clarksdale, MS 38614-6102"
1788,"800 Ohio Ave Clarksdale, MS 38614-7200"
1789,"102 W Freedom Dr Liberty, MS 39645-7295"
1790,"102 W Freedom Dr Liberty, MS 39645-7295"
1791,"102 W Freedom Dr Liberty, MS 39645-7295"
1792,"102 W Freedom Dr Liberty, MS 39645-7295"
1793,"20 Bolton, MS 39041"
1794,"2009 Byram Bulldog Blvd Terry, MS 39170-8632"
1795,"560 Port Gibson St Raymond, MS 39154-9746"
1796,"3930 Skyview Dr Jackson, MS 39213-5318"
1797,"550 Caldwell Dr Hazlehurst, MS 39083-2304"
1798,"7241 Gary Rd Byram, MS 39272-8947"
1799,"7255 Gary Rd Byram, MS 39272-8947"
1800,"1716 Isable St Jackson, MS 39204-2352"
1801,"350 W Woodrow Wilson Ave Jackson, MS 39213"
1802,"100 Magnolia St Edwards, MS 39066"
1803,"145 Raymond Rd Jackson, MS 39204-3802"
1804,"427 J R Lynch St Jackson, MS 39203-3518"
1805,"2185 Fortune St Jackson, MS 39204-2333"
1806,"3502 W Northside Dr Jackson, MS 39213-4454"
1807,"3502 W Northside Dr Jackson, MS 39213-4454"
1808,"3502 W Northside Dr Jackson, MS 39213-4454"
1809,"3502 W Northside Dr Jackson, MS 39213-4454"
1810,"500 W County Line Rd Tougaloo, MS 39174-9700"
1811,"129 White Oak St Utica, MS 39175-8803"
1812,"1655 Whiting Rd Jackson, MS 39209-5826"
1813,"20 Vicksburg, MS 39180-5269"
1814,"254 Jackson, MS 39204-3472"
1815,"866 Medical Plz Jackson, MS 39204-4948"
1816,"27 Utica, MS 39175-9226"
1817,"415 Claiborne Ave Jackson, MS 39209-5321"
1818,"417 Palestine St Raymond, MS 39154-7618"
1819,"18 Raymond, MS 39154-9795"
1820,"235 W Beasley St Terry, MS 39170-8154"
1821,"386 Raymond Rd Jackson, MS 39204-3700"
1822,"18 Utica, MS 39175-9767"
1823,"80 W Jackson, MS 39209-7201"
1824,"1134 Winter St Jackson, MS 39204-2841"
1825,"5429 Robinson Road Ext Jackson, MS 39204-4138"
1826,"500 W County Line Rd Tougaloo, MS 39174-9700"
1827,"880 Anthony St Port Gibson, MS 39150-2050"
1828,"61 N Port Gibson, MS 39150-4262"
1829,"61 N Port Gibson, MS 39150-4262"
1830,"161 Ramsey Dr Port Gibson, MS 39150-2531"
1831,"548 Rosemary Rd Cleveland, MS 38732-2075"
1832,"702 Ml King Dr Mound Bayou, MS 38762-9314"
1833,"801 N Broad St Leland, MS 38756-2546"
1834,"601 Ingram St Moorhead, MS 38761"
1835,"82 W Itta Bena, MS 38941-1400"
1836,"250 Oscar St Ruleville, MS 38771-4116"
1837,"400 South Blvd Drew, MS 38737-3508"
1838,"404 Jefferson St Indianola, MS 38751-3265"
1839,"702 Martin Luther King St Mound Bayou, MS 38762-9314"
1840,"302 College Ave Indianola, MS 38751-2112"
1841,"506 W Washington St Moorhead, MS 38761-6605"
1842,"1414 Hospital St Greenville, MS 38703-3217"
1843,"100 E Washington St Hollandale, MS 38748-3842"
1844,"102 S Martin Luther King Jr Dr Indianola, MS 38751-2366"
1845,"115 Court St Mayersville, MS 39113"
1846,"61 Rolling Fork, MS 39159-5014"
1847,"1 S Greenville, MS 38701-8337"
1848,"17 Lexington, MS 39095-6614"
1849,"33795 Hunter Blvd Durant, MS 39063-3568"
1850,"201 E Washington St Greenwood, MS 38930-4407"
1851,"300 Yazoo St Lexington, MS 39095-3623"
1852,"276 Nissan Pkwy BLDG C Canton, MS 39046-7006"
1853,"96 Rockport Rd Lexington, MS 39095-5166"
1854,"17 Lexington, MS 39095-6614"
1855,"12 Tchula, MS 39169-3692"
1856,"487 Walnut Grove, MS 39189-6238"
1857,"199 Rimmer St Walnut Grove, MS 39189-6586"
1858,"262 Pine St N Bude, MS 39630-8000"
1859,"620 Carrollton St Duck Hill, MS 38925-9416"
1860,"1102 Telegraph St Grenada, MS 38901-2838"
1861,"1732 Commerce St Grenada, MS 38901-4615"
1862,"102 Blackmur Dr Water Valley, MS 38965-3003"
1863,"445 Main St E Meadville, MS 39653-9293"
1864,"61 S Woodville, MS 39669-3562"
1865,"24 W Woodville, MS 39669"
1866,"123 N Front St Winona, MS 38967-2239"
1867,"433 W Bentonia, MS 39040-9416"
1868,"346 Van Buren St Canton, MS 39046-4737"
1869,"1668 W Peace St Canton, MS 39046-5332"
1870,"303 W Franklin St Carthage, MS 39051-3703"
1871,"49 BLDG Belzoni, MS 39038-4292"
1872,"1301 E First St Belzoni, MS 39038-3436"
1873,"1547 Jerry Clower Blvd Yazoo City, MS 39194-2718"
1874,"110 N Jerry Clower Blvd Yazoo City, MS 39194-5144"
1875,"3439 Vaughan Rd Vaughan, MS 39179-9506"
1876,"1835 School Dr Yazoo City, MS 39194-2676"
1877,"364 Martin Luther King Dr Canton, MS 39046-3654"
1878,"529 Mace St Canton, MS 39046-3319"
1879,"215 E Fifth St Yazoo City, MS 39194-3611"
1880,"1825 Dr Martin Luther King Jr Dr Yazoo City, MS 39194-2690"
1881,"145 Homochitto St Natchez, MS 39120-3906"
1882,"170 Sgt Prentiss Dr Natchez, MS 39120-4737"
1883,"1038 N Union St Natchez, MS 39120-2875"
1884,"266 Fayette, MS 39069"
1885,"33 Fayette, MS 39069-4546"
1886,"405 Main St Fayette, MS 39069-5576"
1887,"405 Main St Fayette, MS 39069-5576"
1888,"1445 George F West Sr Blvd Natchez, MS 39120-2557"
1889,"101 Cottage Home Dr Natchez, MS 39120-2753"
1890,"201 Baker Blvd Leland, MS 38756-3401"
1891,"201 Baker Blvd Leland, MS 38756-3401"
1892,"1300 McComb, MS 39648-2866"
1893,"514 E Woodrow Wilson Ave Jackson, MS 39216"
1894,"9431 Eastside Drive Ext Newton, MS 39345-8072"
1895,"375 Philadelphia, MS 39350-3249"
1896,"51 SE Bogue Chitto, MS 39629-5183"
1897,"51 S Brookhaven, MS 39601-3245"
1898,"13 S Columbia, MS 39429-8364"
1899,"100 N Brooks St Pelahatchie, MS 39145"
1900,"1307 Airport Rd N Flowood, MS 39232-8897"
1901,"1551 W Government St Brandon, MS 39042-2408"
1902,"401 Main St N Mendenhall, MS 39114-3303"
1903,"430 W Broad St Monticello, MS 39654-7723"
1904,"80 E Pearl, MS 39208-4226"
1905,"226 Whiteoak Ave Raleigh, MS 39153-6082"
1906,"113 Enochs St Tylertown, MS 39667-2711"
1907,"80 E Pearl, MS 39208-4226"
1908,"80 E Pearl, MS 39208-4226"
1909,"80 E Pearl, MS 39208-4226"
1910,"628 Main St Columbia, MS 39429-2936"
1911,"202 Jefferson St Newhebron, MS 39140-3809"
1912,"910 Second St Prentiss, MS 39474-9117"
1913,"820 Johnson Lockhart Dr NE Magee, MS 39111-3242"
1914,"125 School Rd Mize, MS 39116-5637"
1915,"49 S Braxton, MS 39044"
1916,"150 J E Johnson Rd Prentiss, MS 39474-3101"
1917,"225 Saint Paul Rd Tylertown, MS 39667-6163"
1918,"130 E Lexie Rd Tylertown, MS 39667-5604"
1919,"18 Bay Springs, MS 39422-5106"
1920,"28 E Taylorsville, MS 39168-5635"
1921,"203 Broad St Laurel, MS 39443"
1922,"2701 Davis St Meridian, MS 39301-5708"
1923,"2701 Davis St Meridian, MS 39301-5708"
1924,"2701 Davis St Meridian, MS 39301-5708"
1925,"201 Birch St De Kalb, MS 39328-8017"
1926,"105 Felix Long St Starkville, MS 39759-8608"
1927,"511 Academy Rd Starkville, MS 39759-4021"
1928,"927 Kemper St Scooba, MS 39358-7478"
1929,"167 Millers Chapel Church Rd Macon, MS 39341"
1930,"17 Mulberry St Shuqualak, MS 39361-9128"
1931,"17 Mulberry St Shuqualak, MS 39361-9128"
1932,"309 N Pine Ave Heidelberg, MS 39439-3412"
1933,"130 S High St Shubuta, MS 39360-9500"
1934,"130 S High St Shubuta, MS 39360-9500"
1935,"104 Carver Dr Collins, MS 39428-4174"
1936,"401 Dogwood Ave Collins, MS 39428"
1937,"1208 S Dogwood Ave Collins, MS 39428-4665"
1938,"824 Hopewell Rd Collins, MS 39428-5736"
1939,"200 W Main St Seminary, MS 39479-9031"
1940,"535 Seminary, MS 39479-8809"
1941,"3 Seminary, MS 39479-9031"
1942,"2 Seminary, MS 39479-9031"
1943,"109 Hospital Dr Bay Saint Louis, MS 39520-1604"
1944,"735 Division St Biloxi, MS 39530-2209"
1945,"257 Davis Ave Pass Christian, MS 39571-4541"
1946,"49 Gulfport, MS 39503-4301"
1947,"63 Moss Point, MS 39563"
1948,"3446 Popp's Ferry Rd Diberville, MS 39540"
1949,"15024 Martin Luther King Jr Blvd Gulfport, MS 39501-8306"
1950,"951 Main St Leakesville, MS 39451-6543"
1951,"63 S Lucedale, MS 39452-4941"
1952,"1046 Division St Biloxi, MS 39530-2935"
1953,"4770 Amoco Dr Moss Point, MS 39563-9627"
1954,"257 Davis Ave Pass Christian, MS 39571-4541"
1955,"23453 Central Dr Saucier, MS 39574-7521"
1956,"750 Blue Meadow Rd Bay St Louis, MS 39520-1606"
1957,"600 Pine St Bay St Louis, MS 39520-3017"
1958,"5500 Hurley Wade Rd Moss Point, MS 39562-8548"
1959,"5404 Hurley Wade Rd Moss Point, MS 39562-2500"
1960,"4208 Jamestown Rd Moss Point, MS 39563-9540"
1961,"4336 High School Rd Leakesville, MS 39451-2584"
1962,"6312 Martin Luther King Blvd Moss Point, MS 39563-6126"
1963,"175 Annex Rd Leakesville, MS 39451-9602"
1964,"620 Main St Leakesville, MS 39451-6520"
1965,"4630 Magnolia St Moss Point, MS 39563-2659"
1966,"300 Shows St Mc Lain, MS 39456-5201"
1967,"4913 Weems St Moss Point, MS 39563-2649"
1968,"602 Pine St Bay St Louis, MS 39520-3017"
1969,"63 N Richton, MS 39476-2604"
1970,"11300 Yellow Jacket Rd Ocean Springs, MS 39564-6400"
1971,"16308 Lemoyne Blvd Biloxi, MS 39532-5017"
1972,"57 Vancleave, MS 39565-8608"
1973,"57 Vancleave, MS 39565-8306"
1974,"1101 Saint Joseph St Waveland, MS 39576-2528"
1975,"256 Main St State Line, MS 39362-9499"
1976,"57 Vancleave, MS 39565-7845"
1977,"713 Lomax Ave Waynesboro, MS 39367-2556"
1978,"11 N Ellisville, MS 39437-5050"
1979,"1201 Bilbo Rd Lumberton, MS 39455-8670"
1980,"1411 Bradley Ave Beaumont, MS 39423"
1981,"24 Hattiesburg, MS 39402-8235"
1982,"44 Brooklyn Janice Rd Brooklyn, MS 39425-9731"
1983,"49 E Brooklyn, MS 39425-9028"
1984,"68 Old Airport Rd Hattiesburg, MS 39401-8382"
1985,"66 Old Airport Rd Hattiesburg, MS 39401-8382"
1986,"605 Stadium Dr Hattiesburg, MS 39401-4156"
1987,"404 Lillie Burney St Hattiesburg, MS 39401-5505"
1988,"424 Martin Luther King Dr Purvis, MS 39475-5028"
1989,"16 Ada Bounds Dr Lumberton, MS 39455-2343"
1990,"11 Lumberton, MS 39455-2411"
1991,"180 WSF Tatum Drive Ext Hattiesburg, MS 39401-7723"
1992,"404 S Main St New Augusta, MS 39462-9756"
1993,"70 Leaf Ln Hattiesburg, MS 39402-9549"
1994,"11 Hattiesburg, MS 39402-6222"
1995,"24 Hattiesburg, MS 39402-8349"
1996,"42 Petal, MS 39465-9740"
1997,"42 Petal, MS 39465-9740"
1998,"42 Petal, MS 39465-2864"
1999,"60 Herrington Rd Petal, MS 39465-8842"
2000,"36 Panther Stadium Dr Petal, MS 39465-3632"
2001,"400 Hillcrest Loop Petal, MS 39465-2634"
2002,"1911 Read Rd Picayune, MS 39466-2730"
2003,"220 School St Purvis, MS 39475-9002"
2004,"11 Purvis, MS 39475-5066"
2005,"213 School St Purvis, MS 39475-9004"
2006,"310 Mitchell Ave Purvis, MS 39475-4058"
2007,"64 Old Airport Rd Hattiesburg, MS 39401-8382"
2008,"198 Todd Rd Sumrall, MS 39482-5460"
2009,"42 Sumrall, MS 39482-9634"
2010,"184 Center Ave Sumrall, MS 39482-9629"
2011,"42 Sumrall, MS 39482-9612"
2012,"2100 N Broadway Denver, CO 80205-2526"
2013,"3636 W Colfax Ave Denver, CO 80204-1513"
2014,"2111 Champa St Denver, CO 80205-2529"
2015,"2111 Champa St Denver, CO 80205-2529"
2016,"4545 Navajo St Denver, CO 80211-2440"
2017,"550 Alton Way Denver, CO 80230-6156"
2018,"2135 Stout St Denver, CO 80205-2830"
2019,"1420 Xenia St Denver, CO 80220-3548"
2020,"2130 Stout St Denver, CO 80205-2827"
2021,"5050 W Colfax Ave Denver, CO 80204-1015"
2022,"2285 S Federal Blvd Denver, CO 80219-5433"
2023,"7770 Denver, CO 80204-4506"
2024,"1057 Denver, CO 80204-4506"
2025,"3955 N Steele St Denver, CO 80205-3613"
2026,"7144 Denver, CO 80204-4506"
2027,"5135 Denver, CO 80204-4506"
2028,"1600 City Park Esplanade Denver, CO 80206-1429"
2029,"4800 Telluride St Denver, CO 80249-6803"
2030,"1339 S Federal Blvd Denver, CO 80219-4235"
2031,"55 S Zuni St Denver, CO 80223-1208"
2032,"108 Denver, CO 80224-1228"
2033,"2855 S Lamar St Denver, CO 80227-3809"
2034,"911 S Hazel Ct Denver, CO 80219-3418"
2035,"2250 S Quitman Way Denver, CO 80219-5139"
2036,"4545 Navajo St Denver, CO 80211-2440"
2037,"1820 Lowell Blvd Denver, CO 80204-1549"
2038,"1001 Yosemite St Denver, CO 80230-6003"
2039,"4502
Martin Luther King Junior Early College Campus 
19535"
2040,"777 Bannock St Denver, CO 80204-4507"
2041,"777 Bannock St Denver, CO 80204-4507"
2042,"777 Bannock St Denver, CO 80204-4507"
2043,"5000 Crown Blvd Denver, CO 80239-4378"
2044,"12600 Albrook Dr Denver, CO 80239-4604"
2045,"2960 N Speer Blvd Denver, CO 80211-3795"
2046,"1364 Denver, CO 80204-4507"
2047,"7125 Cherry Creek North Dr Denver, CO 80224-2044"
2048,"5290 Kittredge St Denver, CO 80239-5628"
2049,"1330 Fox St Denver, CO 80204-2602"
2050,"405 S Platte River Dr Denver, CO 80223-2069"
2051,"4007 W Colfax Ave Denver, CO 80204-1404"
2052,"1700 E Louisiana Ave Denver, CO 80210-1810"
2053,"3950 S Holly St Denver, CO 80237-1117"
2054,"951 Elati St Denver, CO 80204-3939"
2055,"1100 Federal Blvd Denver, CO 80204-3219"
2056,"4320 W Alaska Pl Denver, CO 80219-2454"
2057,"1179 Denver, CO 80204-4507"
2058,"4725 High St Denver, CO 80216-2220"
2059,"5075 Lincoln St Denver, CO 80216-2015"
2060,"5100 Lincoln St Denver, CO 80216-2056"
2061,"3525 W Oxford Ave Denver, CO 80236-3106"
2062,"3800 N York St Denver, CO 80205-3540"
2063,"655 Sir Galahad Dr Lafayette, CO 80026-1979"
2064,"4869 Broadway St Boulder, CO 80304-0523"
2065,"972 Golden Gate Canyon Rd Black Hawk, CO 80422-8993"
2066,"1735 S Public Rd Lafayette, CO 80026-7093"
2067,"1000 Alpine Ave Boulder, CO 80304-3406"
2068,"80 Big Springs Dr Nederland, CO 80466-8900"
2069,"3130 Repplier St Boulder, CO 80304-2745"
2070,"101 E Baseline Rd Lafayette, CO 80026-2402"
2071,"1405 Centaur Village Dr Lafayette, CO 80026-1471"
2072,"0850 W Beaver Creek Blvd Avon, CO 81620-5399"
2073,"320 Beard Creek Rd Edwards, CO 81632-6433"
2074,"300 Breeze Basin Blvd Hayden, CO 81639-5072"
2075,"101 Steamboat Springs, CO 80487"
2076,"300 E Main St Oak Creek, CO 80467"
2077,"39610 Amethyst St Steamboat Springs, CO 80487-9212"
2078,"100 Fort Collins, CO 80524-2987"
2079,"1950 Redtail Hawk Dr Estes Park, CO 80517-9780"
2080,"1635 Blue Spruce Dr Fort Collins, CO 80524-5427"
2081,"1830 Laporte Ave Fort Collins, CO 80521-2341"
2082,"220 E Rogers Rd Longmont, CO 80501-6027"
2083,"312 S Harris St Breckenridge, CO 80424-5850"
2084,"0108 Deer Path Rd Dillon, CO 80435-5379"
2085,"320 Frisco, CO 80443-5948"
2086,"101 Hamilton Creek Rd Silverthorne, CO 80498"
2087,"325 Frisco, CO 80443-5948"
2088,"100 Frisco, CO 80443-5948"
2089,"727 Cove Blvd Dillon, CO 80435-8802"
2090,"9 Breckenridge, CO 80424"
2091,"158 School Rd Frisco, CO 80443"
2092,"1200 Airport Rd Breckenridge, CO 80424-9444"
2093,"2 Rd Grand Junction, CO 81504-5383"
2094,"302 Pitkin Ave Grand Junction, CO 81501-2415"
2095,"550 Warrior Way Ste Wc Grand Junction, CO 81504-6401"
2096,"123 Emma Rd Basalt, CO 81621-9169"
2097,"151 Cottonwood Dr Basalt, CO 81621-8345"
2098,"156 Basalt, CO 81621-9131"
2099,"114 Basalt, CO 81621-8223"
2100,"101 Glenwood Springs, CO 81601-4206"
2101,"101 Glenwood Springs, CO 81601-4206"
2102,"1521 Grand AveGlenwood Springs, CO 81601"
2103,"133 Carbondale, CO 81623-9271"
2104,"745 Russell St Craig, CO 81625-2019"
2105,"485 Yampa Ave Craig, CO 81625-2609"
2106,"308 Main St Olathe, CO 81425-5066"
2107,"155 Stafford Ln Delta, CO 81416-2229"
2108,"1010 S Rio Grande Ave Montrose, CO 81401-4831"
2109,"911 Robinson Ave Trinidad, CO 81082-2832"
2110,"928 Smith Ave Trinidad, CO 81082-2841"
2111,"328 Avondale Blvd Avondale, CO 81022-5005"
2112,"2525 Mountview Dr Pueblo, CO 81008-1431"
2113,"216 E Orman Ave Pueblo, CO 81004-2144"
2114,"300 Colorado Ave Pueblo, CO 81004-2006"
2115,"9 Macneil Rd Pueblo, CO 81001-1931"
2116,"1008 N Grand Ave Pueblo, CO 81003-2916"
2117,"2030 Lake Ave Pueblo, CO 81004-3536"
2118,"118 Pueblo, CO 81004-1430"
2119,"160 Walsenburg, CO 81089"
2120,"52 Village Dr Pagosa Springs, CO 81147-8368"
2121,"691 E Empire St Cortez, CO 81321-2802"
2122,"101 S Maple St Ste B Cortez, CO 81321-3562"
2123,"1350 S Aspen St Norwood, CO 81423"
2124,"186 Hurt St Center, CO 81125-9002"
2125,"1131 Main St Alamosa, CO 81101-2446"
2126,"421 Walnut St La Jara, CO 81140-5064"
2127,"1012 Belmont Ave La Junta, CO 81050-2101"
2128,"545 Moffat Way Moffat, CO 81143"
2129,"755 Second St Sanford, CO 81151"
2130,"300 Alamosa, CO 81101"
2131,"13099 County Road G Antonito, CO 81120"
2132,"711 Barnes Ave La Junta, CO 81050-2138"
2133,"128 Market St Alamosa, CO 81101"
2134,"300 Alamosa, CO 81101-2340"
2135,"5 Fort Lyon, CO 81054-9499"
2136,"200 Kendall Dr Lamar, CO 81052-3940"
2137,"2221 Wellness Way Lamar, CO 81052-3867"
2138,"201 Kendall Dr Lamar, CO 81052-3939"
2139,"410 W Colorado St Holly, CO 81047-5064"
2140,"2401 S Main St Lamar, CO 81052-3912"
2141,"17866 Cottonwood Dr Parker, CO 80134-3924"
2142,"309 Pawnee Ave Flagler, CO 80815-9286"
2143,"5008
Health Center at Strasburg 
55981"
2144,"300 Lake St Fort Morgan, CO 80701-3118"
2145,"815 West St Fort Morgan, CO 80701-2836"
2146,"729 E Railroad Ave Fort Morgan, CO 80701-3340"
2147,"300 Fort Morgan, CO 80701-3263"
2148,"605 Education Ave Fort Morgan, CO 80701-8806"
2149,"930 Sherman St Fort Morgan, CO 80701-3544"
2150,"415 Spruce St Fort Morgan, CO 80701-2279"
2151,"300 Sherman St Fort Morgan, CO 80701-3624"
2152,"1250 N Wilson Ave Loveland, CO 80537-4461"
2153,"1 Loveland, CO 80538-3212"
2154,"1039 Main St, Unit G Windsor, CO 80550-4847"
2155,"245 Vine Ave Las Animas, CO 81054-1039"
2156,"319 Main St Ordway, CO 81063-1302"
2157,"100 Colorado Springs, CO 80917"
2158,"100 Colorado Springs, CO 80910-3127"
2159,"111 E Las Vegas St Colorado Springs, CO 80903-4215"
2160,"120 Colorado Spgs, CO 80910-3127"
2161,"4041 E San Miguel St Colorado Springs, CO 80909-3537"
2162,"3500 Colorado Springs, CO 80917-5100"
2163,"350 Lyckman Pl Fountain, CO 80817-2861"
2164,"1815 Jet Wing Dr Colorado Springs, CO 80916-2300"
2165,"410 Gold Pass Hts Colorado Springs, CO 80906-3882"
2166,"340 Printers Pkwy Colorado Springs, CO 80910-3190"
2167,"225 S Union Blvd Colorado Springs, CO 80910"
2168,"722 S Wahsatch Ave Colorado Springs, CO 80903-4035"
2169,"4863 N Nevada Ave Colorado Springs, CO 80918-3951"
2170,"430 Gold Pass Hts Colorado Spgs, CO 80906-3501"
2171,"340 Printers Pkwy Colorado Springs, CO 80910-3190"
2172,"3300 Colorado Springs, CO 80917-5100"
2173,"100 Colorado Springs, CO 80917-5100"
2174,"140 Colorado Springs, CO 80910-3127"
2175,"210 Colorado Springs, CO 80903-4217"
2176,"211 Colorado Springs, CO 80903-4217"
2177,"2 Colorado Springs, CO 80903-3609"
2178,"108 Aurora, CO 80010-3625"
2179,"3981 S Reservoir Rd UNIT A Aurora, CO 80013-3804"
2180,"3981 S Reservoir Rd Aurora, CO 80013-3804"
2181,"3515 S Delaware St Englewood, CO 80110-3529"
2182,"12400 E Jewell Ave UNIT A Aurora, CO 80012-5324"
2183,"12400 E Jewell Ave Aurora, CO 80012-5324"
2184,"10680 Del Mar Pkwy Aurora, CO 80010-4011"
2185,"130 Aurora, CO 80010-2155"
2186,"3515 S Delaware St Englewood, CO 80110-3529"
2187,"15132 E Hampden Ave Ste G Aurora, CO 80014-5038"
2188,"3292 N Peoria St Aurora, CO 80010-1517"
2189,"750 N Potomac St Aurora, CO 80011-6700"
2190,"100 Aurora, CO 80011-0809"
2191,"215 Aurora, CO 80015-1183"
2192,"4107 S Federal Blvd Englewood, CO 80110-4316"
2193,"275 Emerald St Broomfield, CO 80020-2373"
2194,"1797 Kendall St Lakewood, CO 80214-1454"
2195,"1 Conifer, CO 80433-7767"
2196,"8002
STRIDE CHC –  Mobile Health Care Unit 
11005"
2197,"1255 S Wadsworth Blvd Lakewood, CO 80232-5406"
2198,"80 S Teller St Lakewood, CO 80226-2044"
2199,"1506
STRIDE CHC – West Arvada 
11005"
2200,"34 Hybrook Rd S Divide, CO 80814-9219"
2201,"223 Harrison Ave Leadville, CO 80461-3392"
2202,"640 Hathaway St Fairplay, CO 80440-5204"
2203,"1215 Main St STE B Canon City, CO 81212-3505"
2204,"24 N Buena Vista, CO 81211-9863"
2205,"8990 Washington St Thornton, CO 80229-4537"
